x,y,z,disp_x,disp_y,disp_z
-0.194089950486563,-0.443430475511129,1.45309843843347,0.00502445038366,-0.002147736068304,-0.002418406726387
-0.199114400870224,-0.441282739442825,1.45551684515986,-0.002939941103663,0.002521636834239,0.003731478750111
-0.19617445976656,-0.443804376277064,1.45178536640975,-0.006567652190346,0.001415021867419,-0.001077761703546
-0.189606807576215,-0.445219398144484,1.45286312811329,0.009723083681921,-0.004933848840302,-0.00204202370224
-0.199329891258136,-0.440285549304182,1.45490515181553,-0.00635692379489,0.003957800342611,0.002142105944379
-0.192972967463245,-0.444243349646793,1.45276304587115,0.006390079375563,-0.007039250514357,-0.003335801139154
-0.199363046838808,-0.437204099132436,1.45609884701031,0.000495871609454,0.000427330960463,-8.52395543553541E-05
-0.199858918448262,-0.437631430092899,1.45618408656466,-0.000788458933979,0.002422867282071,0.001234896813431
-0.199070459514283,-0.44005429737497,1.45494918975123,-0.00377877077637,0.003100818431005,0.003001417421832
-0.195291688737913,-0.443155115805976,1.4519477723294,0.00130124686297,5.19605626710384E-05,-0.001936143265396
-0.196592935600883,-0.443207076368647,1.4538839155948,-0.004779258305431,0.001965534567052,0.002469823199386
-0.191813677295452,-0.445172610935699,1.45141409239541,0.007887634542677,-0.003530549778362,-0.003217859147263
-0.199701311838129,-0.441642061157337,1.45463195154267,-0.006402625543943,0.006563148529649,0.004814756107557
-0.193298686294186,-0.448205209686986,1.44981719543512,0.006322075732859,-0.008468661159825,-0.005502349801175
-0.199620762027045,-0.43973654852716,1.45531954523629,-0.001081639939809,0.003398566039932,0.000933942122465
-0.198539122087236,-0.443135114567092,1.45438560311383,-0.004366419886047,0.000715465101223,0.002598448152915
-0.194172702201189,-0.443850579668314,1.45178715496091,0.004010778070725,-0.004872054625227,-0.003660883834686
-0.198183480271914,-0.438978525043087,1.4554480387956,-0.002808430715277,0.002036431023655,0.002037227017682
-0.195375049556637,-0.441014956066743,1.45341081177792,-0.000199539551781,0.000166576334455,-6.16152092414168E-06
-0.195175510004856,-0.441181532401197,1.45341697329884,-0.001694351533493,0.003874105842207,0.000284651779384
-0.193481158471362,-0.445055638243405,1.45313232151946,0.003988490499549,-0.001995272518826,-0.001461801098837
-0.197469648970911,-0.443060365724578,1.45459412261829,0,0,0
-0.197469648970911,-0.443060365724578,1.45459412261829,0.002410373469629,-0.002845541527981,-0.000555152332972
-0.199880022440539,-0.440214824196597,1.45514927495127,-0.001375872029441,-0.000913634674785,-1.02012778813165E-05
-0.198504150411098,-0.439301189521812,1.45515947622915,-0.002905668493284,0.003163593668577,0.002489483598114
-0.195598481917814,-0.442464783190389,1.45266999263103,0.001309605760302,-0.001773494302833,-0.002430609193672
-0.196908087678116,-0.440691288887556,1.45510060182471,-0.003025501056573,0.001800057336307,0.002832946527181
-0.193882586621543,-0.442491346223862,1.45226765529753,0.005540625753485,-0.002351922745602,-0.003582292732679
-0.199423212375028,-0.440139423478261,1.4558499480302,-0.005893104313656,0.004617513727556,0.004523864197343
-0.193530108061372,-0.444756937205816,1.45132608383286,-0.001795642920261,-0.001098066491715,-0.002444252225838
-0.191734465141111,-0.443658870714101,1.4537703360587,0.005462604969461,-0.000905754981233,6.64295499741563E-05
-0.197197070110572,-0.442753115732869,1.45370390650872,-0.002214190466329,0.000410863079153,0.001572219941186
-0.194982879644243,-0.443163978812021,1.45213168656754,0.00174808299119,-0.003041052271676,-0.002872361907641
-0.196730962635433,-0.440122926540345,1.45500404847518,-0.002689004602345,0.004031405372871,0.003376878598689
-0.194041958033089,-0.444154331913216,1.45162716987649,0.004901239248153,-0.005363843359601,-0.005509446997718
-0.198943197281241,-0.438790488553616,1.45713661687421,-0.00478866673407,0.005158640295447,0.003881373627341
-0.194154530547172,-0.443949128849063,1.45325524324687,0.003917480009905,-0.005651781540555,-0.002633102090268
-0.198072010557076,-0.438297347308508,1.45588834533713,-0.004089296851028,0.005393634899413,0.003733248196867
-0.193982713706048,-0.44369098220792,1.45215509714027,0.002322793602814,-0.001937273921902,-0.000412964281655
-0.196305507308862,-0.441753708286019,1.45256806142192,0.001980108846844,-0.002553400659023,-0.003054200342805
-0.198285616155707,-0.439200307626996,1.45562226176473,-0.00308237127126,0.00486791122104,0.004114015405722
-0.195203244884447,-0.444068218848035,1.45150824635901,0.002133632454832,-0.003249300130992,-0.003581706176184
