x: -0.2052299560451459
y: -0.42205002829155713
z: 1.4520635406494165
x: -0.20393832770067247
y: -0.42607829629790267
z: 1.4501593381270843
x: -0.20682049957020396
y: -0.4237034786729398
z: 1.4513747047058578
x: -0.2078905347343136
y: -0.4225937444250347
z: 1.451196818552872
x: -0.20558395493961823
y: -0.419848119142742
z: 1.452765885205367
x: -0.20487511226862148
y: -0.42249344065329797
z: 1.4523786903939062
x: -0.20448864317853227
y: -0.42536828111468017
z: 1.4506226457919014
x: -0.205874919838354
y: -0.4242985192609364
z: 1.4507705366508663
x: -0.20672739584458333
y: -0.4240823061790957
z: 1.4508500744152217
x: -0.206348845459644
y: -0.423434651618202
z: 1.451461005044191
x: -0.20866187143911039
y: -0.41963531254119324
z: 1.4528189717922464
x: -0.2073132636212327
y: -0.42040670868365826
z: 1.4536720495351103
x: -0.20252690489359992
y: -0.42361429622443136
z: 1.453205209647482
x: -0.20318441535090512
y: -0.42584460445151906
z: 1.4525576702533713
x: -0.20144986962520414
y: -0.4251825202065801
z: 1.4507493828106865
x: -0.20466574781797348
y: -0.42363554113014695
z: 1.4518863637263415
